keyword,rank,search_account,note_id,note_url,title,desc,type,author_id,nickname,liked_count,collected_count,comment_count,share_count,target_brand,target_brand_emotion,target_brand_keywords
缕灵,21,,6815aeaf0000000009015918,https://www.xiaohongshu.com/explore/6815aeaf0000000009015918?xsec_token=ABFW4dZ3rhb0av37bSo2ajrxL4aTjQhi4F_soB-dERTRE=&xsec_source=pc_search,不能再低了‼️这羊毛薅到就是赚到！,"livingproof缕灵
黑科技控油蓬松洗发水
清仓[购物车R]2折！！
#livingproof洗发水[话题]# #缕灵洗发水[话题]# #缕灵丰盈蓬松洗发水[话题]# #Livingproof缕灵[话题]# #洗发水清仓捡漏[话题]# #洗发水控油蓬松[话题]# #油头洗发水[话题]# #LivingProof每日圆满洗发水[话题]#",video,62e8b5ab000000001501ae8e,小甜蜜丸子,2.0,1.0,2.0,1.0,Living Proof,正向,"黑科技, 控油洗发水"
缕灵,25,,683fb4c400000000210189ed,https://www.xiaohongshu.com/explore/683fb4c400000000210189ed?xsec_token=ABdDHYuZj-8q1VZhJsVa3GBJoZqkoldpNbANumnNyy9rQ=&xsec_source=pc_search,惊天巨折！🐮到爆的控油洗发水！,"对油头来说爆好用舒服的洗发水！
油头？扁塌？秃瓢感？
给姐支棱起来！！
livingproof洗发水是懂氛围感作弊的！!
早上洗头下午就油的姐妹！救命稻草在这!!
-
缕灵自有实验室自主研发，通过了16项测试！专业搞黑科技的就是硬核！成分狠到直击油扁塌痛点！
⬇️
MIT专研的蓬蓬肽，48小时蓬松！
蠕虫叉红藻提取物，隔离外界油垢湿气！
肽填充科技，增粗发丝！
尾穗苋籽提取物，增加头顶发丝支撑力！
-
配方更是狠人！🈚硅油🈚硫酸盐🈚防腐剂！
用植物角鲨烷代替硅油！复合氨基酸去油不干涩！
洗感爽炸天！
前调是清新果香🍊
中调是治愈花香🌸
后调是木质香🌿
洗完的头皮！像！能！呼！吸！
三天后发丝一撩，还有若隐若现的冷香！
-
这个机制错过真的没有！
仅此一批！最后的捡漏！！
	
#洗发水控油蓬松[话题]# #油头洗发水[话题]# #livingproof洗发水[话题]# #缕灵丰盈蓬松洗发水[话题]# #Livingproof缕灵[话题]# #洗发水红榜[话题]# #洗发水推荐[话题]# #洗发水留香持久好闻[话题]# #进口洗发水[话题]#",normal,62790ce6000000001501745f,bellaaaa,0.0,0.0,1.0,0.0,Living Proof,正向,"自主研发, 通过了16项测试, 专业搞黑科技, 直击油扁塌痛点, 狠人, 不干涩, 若隐若现的冷香"
缕灵,27,,683ecf0e000000000303f970,https://www.xiaohongshu.com/explore/683ecf0e000000000303f970?xsec_token=ABOqa5WyXt2R6q6wtXU4oQ4gG2XU-wjll6pNRhG91lJUY=&xsec_source=pc_search,不愧是麻省理工的高颅顶神器。。,"两款都非常非常蓬松！
一款适合油头
一款适合中/干性发质
	
都是那种去油不去水的控油蓬松
发丝依旧保持水润
但头顶平底起高楼！
	
#livingproof洗发水[话题]#  #缕灵丰盈蓬松洗发水[话题]# #缕灵每日圆满洗发水[话题]# #洗发水控油蓬松[话题]# #细软塌[话题]# #Livingproof缕灵[话题]# #洗发水红榜[话题]# #控油洗发水[话题]# #高颅顶洗发水[话题]#",video,62e8b5ab000000001501ae8e,小甜蜜丸子,0.0,0.0,1.0,0.0,Living Proof,正向,"蓬松, 控油, 水润, 高颅顶"
缕灵,28,,6672d262000000000d00e9ad,https://www.xiaohongshu.com/explore/6672d262000000000d00e9ad?xsec_token=AB43GceJehaDUQxYEk6_7KGVZ8Bju5Rf92FWGPfDOKZ-U=&xsec_source=pc_search,缕灵是如何出名的啊？,"虽然表活的确温和，但起泡能力也太差了吧。我一天一洗的头发，一次至少要用10毫升。如果我没记错的话，还是油头群体偏爱这个品牌。大家都不吐槽这点吗？幸亏我只买了个小样。
#缕灵[话题]# #油头洗发水[话题]#",normal,5beffadcf80b3000016c8a05,Ariel,2.0,1.0,10.0,0.0,Living Proof,负向,"温和, 起泡能力差, 适合油头"
缕灵,30,,684149900000000021019b8f,https://www.xiaohongshu.com/explore/684149900000000021019b8f?xsec_token=ABeynBVZ930CSwCHnvm4U6pjVOpa88mhFTK7CkKiMK4gU=&xsec_source=pc_search,好夸张！细软塌油头被狠狠教育了！,"是谁？第二天就油成条形码？发根紧贴头皮像刚被熨斗烫过？本细软塌十级油头患者宣布： livingproof丰盈蓬松洗发水，就是我头皮的重生父母！
	
以前洗完头＝油头倒计时开始：
两天油得能炒菜…更别提那该死的头皮痒！
	
市面上宣称""控油蓬松""的货色试了个遍，直到试用了缕灵洗发水，好家伙！一试不要紧，给我头顶干这么蓬松是怎么回事！
关键！那种深入骨髓的干爽轻盈感，谁懂啊？头皮不痒了，呼吸都畅快了！
	
以前：睡前洗的头，睡醒就塌方（真的会谢！)
现在：缕灵洗发水能让我顶着根根分明的发丝撑过完整三天！
简直是懒癌晚期＆油头天敌（正是在下）的续命神器！
	
#控油蓬松[话题]# #油头救星[话题]# #livingproof洗发水[话题]# #洗发水控油蓬松[话题]# #油头洗发水[话题]# #缕灵丰盈蓬松洗发水[话题]# #Livingproof缕灵[话题]# #livingproof洗发水测评[话题]# #洗发水去屑止痒控油蓬松[话题]# #洗发水分享[话题]#",normal,62790ce6000000001501745f,bellaaaa,0.0,0.0,1.0,0.0,Living Proof,正向,"头顶干蓬松, 深入骨髓的干爽轻盈感, 头皮不痒, 呼吸畅快, 根根分明的发丝"
缕灵,32,,681c3300000000002202f2a4,https://www.xiaohongshu.com/explore/681c3300000000002202f2a4?xsec_token=ABgC4zhADpTYweL03WjF8WfrMpHHl1bXPzHfAStzuS4Ls=&xsec_source=pc_search,最近空瓶的洗发水,"#洗发水测评[话题]# #洗发水分享[话题]#
卡诗黑钻，一套加精油，香味可以，洗的时候比较轻盈，精油味道一般。
卡诗粉瓶，洗的时候跟黑钻差不多，味道没有黑钻好。
缕灵洗发水，空了很多瓶，味道好。用完头发比较蓬松，长期回购。#哪种洗发水好用[话题]# #控油蓬松[话题]# #洗发露[话题]# #洗发水[话题]#",normal,5c52b67c000000001b00877b,sophie,1.0,1.0,4.0,0.0,Living Proof,正向,味道好
缕灵,33,,680798e60000000007034903,https://www.xiaohongshu.com/explore/680798e60000000007034903?xsec_token=ABFTG5H1cUjUFYqVgvNnc7ExfsIJyCWTeDhW9IEn1kFYU=&xsec_source=pc_search,沃去‼️原本500+被我砍到这个数💰！！,"再难啃的品牌方也被我啃下来了❗️
都是正装囤货装 超大容量[购物车R]
专研蓬蓬肽科技 对付细软塌很有一手！
不是日常💰买不起，而是清仓更有性价比～
任何人错过这波我都会心痛的[凋谢R]
#进口洗发水[话题]# #洗发水清仓捡漏[话题]# #livingproof洗发水[话题]# #缕灵洗发水[话题]# #缕灵丰盈蓬松洗发水[话题]# #缕灵每日圆满洗发水[话题]# #livingproof蓬松洗护[话题]# #livingproof缕灵[话题]# #洗发水控油蓬松[话题]# #细软塌洗发水推荐[话题]#",video,62e8b5ab000000001501ae8e,小甜蜜丸子,2.0,1.0,1.0,0.0,Living Proof,正向,"对付细软塌很有一手, 性价比高"
缕灵,35,,682ff481000000000f039131,https://www.xiaohongshu.com/explore/682ff481000000000f039131?xsec_token=ABLO3wM45TSoHfrbrYux8K-RZS7PmeO74DkEpKPQ4OjMc=&xsec_source=pc_search,用一次被一次征服的控油洗发水～,"Living proof缕灵丰盈蓬松空气感洗发水
	
专门针对油扁塌细软发质
含有红藻提取物等🌿
能防止空气中的灰尘附着头发
隔绝油垢 延长头发变油时间～
拒绝夏天头发油腻腻！
	
🍃用它洗完头发摸起来超舒服
发根蓬松 发丝根根分明
很有空气感的那种自然蓬松☁
做造型时头发都听话啦
	
特别适合油头女孩，既能控油又能护发
让你的头发清爽蓬松！
#油头洗发水[话题]# #livingproof洗发水[话题]##缕灵丰盈蓬松洗发水[话题]# #油头救星[话题]# #洗发水控油蓬松[话题]# #防脱控油洗发水[话题]# #洗发水红榜[话题]# #头油头痒用什么洗发水[话题]# #洗发水蓬松细软塌[话题]# #头痒洗发水[话题]#",normal,62e8b5ab000000001501ae8e,小甜蜜丸子,1.0,0.0,1.0,0.0,Living Proof,正向,"控油, 蓬松, 舒服, 自然蓬松, 清爽"
缕灵,36,,670fba0b000000001b02e096,https://www.xiaohongshu.com/explore/670fba0b000000001b02e096?xsec_token=ABb4SOnJ9iR5uVRpTUPuWDE0wHawk8xXkjCC1J85rz95o=&xsec_source=pc_search,洗护发你都用过哪个？,"#洗发水测评[话题]# 除了以上，还用过几乎所有资生堂系列、卡诗系列，章小蕙推荐的也基本都用过，缕灵、大卫、迷莲卡薇、薇姿、lush某两种、leonorgreyl蜂蜜、蓝色那款的什么1号3号好麻烦记不住，摩洛哥还有个什么发油，日本韩国火出新大陆的就不用说了都用过；
个人觉得Rivita，迷莲卡薇性价比较高，属于真正的修护蓬松，用了觉得很安心的感觉；
艾凡达那个绿色头皮凝露是我一直回购的，是它让我的头皮不再那么油，之前每天洗，现在可以控制到2天甚至3天了。
以上仅为个人感受，不喜勿喷，欢迎发图评论区讨论。#护发心得分享[话题]#",normal,569859ec5e87e72dc40f973a,杨小杨,5.0,0.0,0.0,0.0,Living Proof,中立,用了很多
缕灵,38,,681ab78b00000000200286c2,https://www.xiaohongshu.com/explore/681ab78b00000000200286c2?xsec_token=AB2dcO4QEwxBtK6rWkA3ldZFUr99Tknw_bzH1jtNlFDyE=&xsec_source=pc_search,缕灵你…,缕灵我跟你没完…干发喷雾做这么香干啥，早八我感觉自己头上顶了个老外#我还不如早上洗个头[话题]##太香了[话题]# #香的我早八睡不着[话题]#,normal,625ba15d0000000010007cf2,祁䢵YYY,0.0,0.0,2.0,0.0,Living Proof,负向,
缕灵,39,,67080c88000000001902c105,https://www.xiaohongshu.com/explore/67080c88000000001902c105?xsec_token=ABWZ9iGkqinhLR9da6dAfLvExhzWVqEGy6U8vJLKH_OIk=&xsec_source=pc_search,Living proof缕灵 顺柔防毛躁发膜,"难用。
上次说每日圆满发膜难用，用了好久终于用完了，今天新开了一支防毛躁发膜，居然更难用。天啊，洗完头吹了大半个小时没吹干，又油又糙的，像个没洗过的假发。我确定我冲干净了哈。
家里还有一支强韧修护发膜，救命啊～
	
#难用[话题]#",normal,5d0f7a4a000000001000abaa,ᅠᅠ,2.0,0.0,2.0,0.0,Living Proof,负向,"难用, 不推荐"
缕灵,40,,682c1fd0000000000f0313a3,https://www.xiaohongshu.com/explore/682c1fd0000000000f0313a3?xsec_token=ABMbUNW9QbFNCX0nODx5ziA-fcTqgKZMnWh4K1ssj4kDw=&xsec_source=pc_search,最近谈下最🐮的折扣！缕灵黑科技！,"200+清到79💰
超级大的力度 真的是跳水下凡了
控油蓬松 🇺🇸专研黑科技
夏天油头的季节来了！
实测有用！油扁塌不存在的～
#看得见的肽蓬松力[话题]# #livingproof洗发水[话题]# #livingproof缕灵[话题]# #缕灵丰盈蓬松洗发水[话题]# #缕灵每日圆满洗发水[话题]# #Livingproof蓬松洗护[话题]# #不含月桂醇的洗发水[话题]# #氨基酸洗发水[话题]# #去油蓬松洗发水[话题]# #洗发水去油[话题]#",video,62e8b5ab000000001501ae8e,小甜蜜丸子,2.0,0.0,1.0,1.0,Living Proof,正向,"控油蓬松, 黑科技, 实测有用"
缕灵,42,,67ff1f58000000001202f75b,https://www.xiaohongshu.com/explore/67ff1f58000000001202f75b?xsec_token=AB0HzqGQN-wywR-ScNp0JwFaaQow0IqPXKmo6JeV9kkZ4=&xsec_source=pc_search,最近迷上了尝试“蓬松”洗发水，已经买了8套试用装了，准备一个个尝试并记录一下，来个测评[偷笑R]#小红书春日特派员[话题]##夏日香氛[话题]# #卡诗[话题]# #欧莱雅[话题]# #hl黑云杉[话题]# #claynal蓬派[话题]# #诗裴丝[话题]# #longtake[话题]# #livingproof缕灵[话题]# #offrelax[话题]#,最近迷上了尝试“蓬松”洗发水，已经买了8套试用装了，准备一个个尝试并记录一下，来个测评[偷笑R]#小红书春日特派员[话题]##夏日香氛[话题]# #卡诗[话题]# #欧莱雅[话题]# #hl黑云杉[话题]# #claynal蓬派[话题]# #诗裴丝[话题]# #longtake[话题]# #livingproof缕灵[话题]# #offrelax[话题]#,normal,55ef7eccc2bdeb209c85b0de,ranesy,0.0,0.0,3.0,0.0,Living Proof,中立,
缕灵,46,,6837058d000000002100dcf6,https://www.xiaohongshu.com/explore/6837058d000000002100dcf6?xsec_token=AB9UKqqLPYkvnP8AbAvg0sm4eKkEymDPHaqiomrwHhw6o=&xsec_source=pc_search,洗出高楼大厦🌴般的高颅顶！！,"能把细软塌头发立起来的洗发水
不得不提到他们家的蓬蓬肽黑科技
是真🐮哇
🇺🇸进口的沙龙洗护
真的有在好好研究控油！
	
#洗发水控油蓬松[话题]# #控油蓬松[话题]# #油头救星[话题]# #livingproof洗发水[话题]# #缕灵丰盈蓬松洗发水[话题]# #缕灵洗发水[话题]# #livingproof缕灵[话题]# #洗发水推荐[话题]# #控油洗发水[话题]# #油头洗发水[话题]#",video,62790ce6000000001501745f,bellaaaa,2.0,0.0,0.0,0.0,Living Proof,正向,"黑科技, 进口, 沙龙级"
缕灵,48,,681052890000000009039bd7,https://www.xiaohongshu.com/explore/681052890000000009039bd7?xsec_token=AB4U4rlf_StZ2pM6pnSZMzrwHimV2jvXyyi4QGE9vt8Lc=&xsec_source=pc_search,好美丽的💰！好伟大的洗发水！！,"🇺🇸高端小众洗发——缕灵livingproof
2折清啦！！[购物车R]
	
对油扁塌的鲨伤力1000%
头顶蓬松了真的好显发量啊～
夏天来了 就很需要它来拯救我的油头
再也不会油腻腻地贴头皮啦！
#livingproof洗发水[话题]# #livingproof[话题]# #缕灵丰盈蓬松洗发水[话题]# #缕灵每日圆满洗发水[话题]# #哪种洗发水好用[话题]# #控油洗发水[话题]# #敏感头皮洗发水[话题]# #育发洗发水[话题]#  #洗发水控油蓬松[话题]# #洗发水清仓捡漏[话题]#",video,62e8b5ab000000001501ae8e,小甜蜜丸子,0.0,0.0,1.0,1.0,Living Proof,正向,"高端小众, 2折清, 杀伤力1000%, 头顶蓬松显发量, 拯救油头, 不油腻不贴头皮"
缕灵,49,,6673fcbe000000001e010291,https://www.xiaohongshu.com/explore/6673fcbe000000001e010291?xsec_token=ABJXLCM27mvrvOjk6I6Re9fklYUwit-gpgQekf2PmekKM=&xsec_source=pc_search,缕灵living proof这个便宜不？,710 ml洗发水➕236ml护发素，便宜不？#livingproof蓬松洗护[话题]# #控油洗发水[话题]# #洗发水[话题]# #油头救星[话题]# #开市客好物推荐[话题]# #开市客好物分享[话题]# #开市客[话题]#,normal,5cf390dc000000001601a9ae,Alena的云购空间,13.0,5.0,21.0,6.0,Living Proof,中立,"便宜, 性价比高"
缕灵,53,,65eeb78900000000130278c9,https://www.xiaohongshu.com/explore/65eeb78900000000130278c9?xsec_token=ABfZCLK-y_DugiBurY69YGyt5iRdaFcEs3Jmpvju-M6kE=&xsec_source=pc_search,用了不想换 | 干枯油扁塌有救了,"-
作为一个发根扁塌 发尾干的人在洗发用品的挑选上真的很挑剔，早上洗下午就贴头发，发尾又干枯打结，整个人精致度大打折扣，Living proof缕灵的这两款产品就能完美解决的我的问题。
	
Living proof缕灵丰盈蓬松洗发水
细软塌的本命洗发水
来自麻省理工的研发团队，内含科技“蓬蓬肽”，能够深入发芯，增加头发弹性。第一次用的时候就有被惊艳到，洗完没有用吹风机吹，自然干的情况下，头发依然很蓬松，感觉发根都是立起来的，一点也不塌！而且2-4天发丝都可以一直持续保持蓬松丰盈的状态。透明的啫喱质地，起泡很丰富，洗完发根清爽，整个人都轻松了。而且控油的同时不会干涩，特别温和。味道是清新的果香，留香很持久，氛围感直接拉满！！很适合细软塌的宝子。
	
Living proof缕灵养发真丝瓶
这款养发精华乳简直是发丝干枯毛燥的救星，懒人福音。
修复肽复配氨基酸的营养成分，能够很好形成发丝保护膜，牢牢包裹住发丝，给我们的每根秀发都补充营养，加倍修护力，用一次就看得到效果。关键是免水洗太方便了，干发湿发都能用。偏乳液的质地很清爽，睡前一抹随便抓一抓就吸收了，不会有油腻感，也不用担心沾枕，还有淡淡的香味伴着入眠，隔天起来头发就像刚抹上精华乳一样，依旧顺滑有光泽，边睡觉边养发谁不爱！
	
#蓬蓬肽增粗发芯[话题]# #多肽修护发芯[话题]##养出丝缎发[话题]##护发心得分享[话题]##护发养发[话题]##livingproof缕灵[话题]# #livingproof洗发水[话题]# #livingproof养发真丝瓶[话题]#  #头发护理[话题]# #记录生活[话题]# #笔记灵感[话题]# #浪漫生活的记录者[话题]##好物分享[话题]# #爱用物分享[话题]#  #洗发水控油蓬松[话题]#",normal,567eab3c6a6a694322e458e2,梨梨梨子,63.0,22.0,10.0,3.0,Living Proof,正向,"发根蓬松, 控油不干涩, 免洗精华乳, 修复干枯毛躁, 留香持久"
