search_id,keyword,search_account,rank,note_id,note_table_id,title,type,desc,note_url,video_url,image_list,tag_list,author_id,nickname,liked_count,collected_count,comment_count,share_count,brand_list,spu_list,emotion_dict,evaluation_dict,has_note_detail,has_brand_info
265,livingproof,小红薯momo,32,669f456f000000000d00de6d,132.0,不说了，没想到这年头还有这么🐮的淘宝c店——,normal,"起因：7月18日在 桃生活店铺 桃生活DoraLife店铺购买了一瓶Living Proof丰盈护发素，20号包裹放在家门口 （21号实际签收），收到包裹没有任何问题，产品没有塑封 没有外盒，就一瓶护发素 收到是P2情况，由于自己的淘宝账号被禁言了，固换了男朋友的淘宝账号去联系客服沟通情况。
过程：用男友账号联系店铺客服讲明情况，发送了订单编号和产品订单截图 以及收到货的产品污浊图片P3 P4；今天上午着急出门，随手拍了几张产品的大概图 继续联系客服P5P6～。
该客服态度很差，直接质疑我拿了其他产品换货了。客服说仓库高清发货视频，那你们应该也能看得到发货的时候产品是否有污浊吧，直接一上来就质疑消费者拿了假货去换，态度恶劣 不进行有效处理；我的账号被禁言了， 所以就无法处理售后了对吗。可以理解更换账号去沟通售后 造成的不便，上面我也跟客服说了账号的问题，但是实在是客服态度太恶劣，好好沟通解决问题就可以 直接质疑消费者更换产品处理售后；没想到这年头还有这么牛的淘宝店铺，得罪不起了好吗  远离远离#淘宝c店[话题]# #桃生活DoraLife桃生活店铺[话题]# #购物[话题]##避雷[话题]##店铺真假[话题]##私藏店铺[话题]##凝哥是个小仙女[话题]#",https://www.xiaohongshu.com/explore/669f456f000000000d00de6d?xsec_token=AB1mB33JAcWFTHwNoFMGumCGN-D7xYsGoaKws1EIHN17c=&xsec_source=pc_search,,"""http://sns-img-hw.xhscdn.com/1040g008315j7es4b1e004aj3gt522th6n78cbg0!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/1040g008315j7es4b1e0g4aj3gt522th6cgucuoo!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/1040g008315j7es4b1e104aj3gt522th6dss5fho!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/1040g008315j7es4b1e1g4aj3gt522th608k11k0!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/1040g008315j7es4b1e204aj3gt522th6atvgni8!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/1040g008315j7es4b1e2g4aj3gt522th6h90c4ng!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/1040g008315j7es4b1e304aj3gt522th6bffd3do!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/1040g008315j7es4b1e3g4aj3gt522th6gqulk4o!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/1040g008315j7es4b1e404aj3gt522th6nl690c8!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/1040g008315j7es4b1e4g4aj3gt522th6nuts3d8!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/1040g008315j7es4b1e504aj3gt522th6l21jf8o!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/1040g008315j7es4b1e5g4aj3gt522th6amn6008!nd_dft_wlteh_jpg_3""","""淘宝c店,桃生活DoraLife桃生活店铺,购物,避雷,店铺真假,私藏店铺,凝哥是个小仙女""",5b7f8a21c6340c00014b7626,Lazy.,11.0,5.0,32.0,11.0,"[""Living Proof""]","""[\""丰盈护发素\""]""","{""Living Proof"": ""负向""}","{""Living Proof"": [""产品污浊"", ""客服态度差"", ""避雷"", ""售后问题""]}",True,True
266,livingproof,小红薯momo,33,64ef1b59000000001500bee6,133.0,精简生活，复购代替挑选，可是…..,normal,用了五年living proof的volume了，能满足自己最基础的要求，蓬松不伤发，每天洗发不会涩，不掉发，头发也有光泽。可是每次囤洗发水的时候就想着是不是换一换，然而买回来用几天又换回living proof。人真奇怪，明明已经找到最合适的了，又总想着去找那个不合适的，哪怕试试也好。所以到底有没有一款差不多效果的洗发水换着用呢[微笑R]#livingproof[话题]##洗发水[话题]##蓬松[话题]#,https://www.xiaohongshu.com/explore/64ef1b59000000001500bee6?xsec_token=AB3iZ0GU9dpZQJECnqscPInPz5PVN2R2YLjka-Z6eY4N4=&xsec_source=pc_search,,"""http://sns-img-hw.xhscdn.com/1040g00830od6alini60044fd9vfv3pge7c8r7e8!nd_dft_wlteh_jpg_3""","""livingproof,洗发水,蓬松""",56755ff16a6a6930c0a6e60e,迷恋Tiziano,3.0,2.0,5.0,0.0,"[""Living Proof""]","""[\""volume洗发水\""]""","{""Living Proof"": ""正向""}","{""Living Proof"": [""复购"", ""蓬松不伤发"", ""控油效果好""]}",True,True
267,livingproof,小红薯momo,34,65b71d04000000000c004571,38.0,油扁塌冲它就完事了！高颅顶轻松get！,normal,"细软塌+大油头真的很爱living proof缕灵.这组丰盈蓬松护发cp！空瓶贼多次了！
不吹不黑 它的控油蓬松度大油头用完感觉头皮都在呼吸！除了有点小贵 真的没毛病！
	
⚪缕灵丰盈蓬松洗发水
透明啫喱质地 上头轻松就能搓出丰富细腻的泡沫
洗完头皮贼清爽！
发丝根根分明 有种被支棱起来的感觉！
吹干就能轻松get高颅顶头发看起来丰盈蓬松！
从视觉上看发量翻倍！
	
⚪缕灵丰盈蓬松洗发水
因为经常染烫发丝受损难免会有些毛躁干枯
搭配同款护发素使用 深层修护受损发丝
丝滑奶冻质地 一冲即净
洗完头发一梳到底 顺滑有光泽
这一套搭配使用下来
头发蓬松柔顺发丝还带着清新的果香
大油头坚持个三天不在话下！而且发丝越用用越强韧！
#控油洗发水[话题]##控油蓬松洗发水[话题]##洗发水推荐[话题]##护发养发[话题]##细软塌发质[话题]##细软塌必入蓬松洗发水[话题]##洗护好物[话题]##浴室好物[话题]##小众洗护[话题]##浪漫生活的记录者[话题]##提升幸福的小物[话题]##宝藏个护ontime[话题]##油头救星[话题]##livingproof缕灵[话题]##livingproof洗发水[话题]##livingproof护发素[话题]##看得见的肽蓬松力[话题]#",https://www.xiaohongshu.com/explore/65b71d04000000000c004571?xsec_token=ABbhs_YrrEBbQi3MAExv9fuRql9gYRwrYcwlEsOr3mLNk=&xsec_source=pc_search,,"""http://sns-img-hw.xhscdn.com/1040g00830uggh4ik5a004a0d6pr5gdlcmhimv3g!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/1040g00830uggh4ik5a0g4a0d6pr5gdlc29lrldo!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/1040g00830uggh4ik5a104a0d6pr5gdlcfr9m5so!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/1040g00830uggh4ik5a1g4a0d6pr5gdlc2i8e6e0!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/1040g00830uggh4ik5a204a0d6pr5gdlctghsac0!nd_dft_wlteh_jpg_3""","""控油洗发水,控油蓬松洗发水,洗发水推荐,护发养发,细软塌发质,细软塌必入蓬松洗发水,洗护好物,浴室好物,小众洗护,浪漫生活的记录者,提升幸福的小物,宝藏个护ontime,油头救星,livingproof缕灵,livingproof洗发水,livingproof护发素,看得见的肽蓬松力""",5a3b36584eacab5bd2aa36ac,WHERE.呱呱的主人,66.0,39.0,24.0,3.0,"[""Living Proof""]","""[\""缕灵丰盈蓬松洗发水\"",\""缕灵丰盈蓬松护发素\""]""","{""Living Proof"": ""正向""}","{""Living Proof"": [""控油蓬松"", ""发量翻倍"", ""修护受损发丝"", ""不沾枕头""]}",True,True
268,livingproof,小红薯momo,35,660a5cf4000000001a0157d4,79.0,精致女生的晚间洗护～告别油腻 元气满满！！,video,#沉浸式[话题]# #洗澡[话题]# #洗护[话题]# #护发好物[话题]# #身体护理[话题]# #浪漫生活的记录者[话题]# #解压[话题]##livingproof缕灵[话题]# #livingproof养发真丝乳[话题]# #氛围感[话题]# #livingproof洗发水[话题]# #livingproof[话题]# #蓬蓬肽增粗发芯[话题]# #多肽修护发芯[话题]# #养出丝缎发[话题]#,https://www.xiaohongshu.com/explore/660a5cf4000000001a0157d4?xsec_token=AB56GR2dRSrQRM2EhDGh90yY5sa9L5qjf0-SmS88X_ZZ8=&xsec_source=pc_search,http://sns-video-bd.xhscdn.com/pre_post/1040g2t03111pvo7v6o0g4bukuf4cnpqp6le18po,"""http://sns-img-hw.xhscdn.com/1040g0083111q2t3gmk004bukuf4cnpqp0qd8m3g!nd_dft_wlteh_jpg_3""","""沉浸式,洗澡,洗护,护发好物,身体护理,浪漫生活的记录者,解压,livingproof缕灵,livingproof养发真丝乳,氛围感,livingproof洗发水,livingproof,蓬蓬肽增粗发芯,多肽修护发芯,养出丝缎发""",5bfe48cbf02e360001bbe759,一顿能吃三碗饭,206.0,86.0,130.0,5.0,"[""Living Proof""]","""[\""养发真丝乳\""]""","{""Living Proof"": ""正向""}","{""Living Proof"": [""沉浸式体验"", ""告别油腻"", ""护发养发""]}",True,True
269,livingproof,小红薯momo,36,65d23f2700000000010294a6,136.0,沉浸式消耗｜补货1️⃣3️⃣,video,#28天城墙皮养成[话题]# #livingproof洗发水[话题]# #油皮洗发水推荐[话题]# #蓬松洗发水[话题]# #sk2大红瓶面霜[话题]# #小迷糊洁颜蜜[话题]# #囤货消耗[话题]# #好物分享[话题]# 今天有好登西和老朋友～今天去逛专柜了，知道自己试用什么色号粉底了好开心[害羞R],https://www.xiaohongshu.com/explore/65d23f2700000000010294a6?xsec_token=AB-tZlZiLxK73SwtnevZikEpwZ5MAjFwOXIOQIN7fQIxs=&xsec_source=pc_search,http://sns-video-bd.xhscdn.com/pre_post/1040g2t030vb0catglc6g49c93cmuqoo8k697cp0,"""http://sns-img-hw.xhscdn.com/1040g00830vb0eggrla6g49c93cmuqoo8p62hm78!nd_dft_wlteh_jpg_3""","""28天城墙皮养成,livingproof洗发水,油皮洗发水推荐,蓬松洗发水,sk2大红瓶面霜,小迷糊洁颜蜜,囤货消耗,好物分享""",58e4eded5e87e752cf726308,晚上夜宵别叫我,15.0,1.0,0.0,0.0,"[""Living Proof""]","""[\""洗发水\""]""","{""Living Proof"": ""正向""}","{""Living Proof"": [""油皮推荐"", ""蓬松效果""]}",True,True
270,livingproof,小红薯momo,37,681df05c0000000021003817,137.0,Vlog| 好物分享,video,"这是一期花钱vlog，最近入手了：
文石leaf 5 以及它可爱的壳子
缕呈直发梳
七西眼罩
Living proof 洗发水
#我的日常好物分享[话题]# #好物分享[话题]# #好物推荐[话题]# #种草好物[话题]# #生活碎片记[话题]# #好物种草[话题]# #文石leaf5[话题]# #七西眼罩[话题]# #缕呈直发梳[话题]# #Living[话题]# proof #分享好物[话题]# #提升生活品质好物分享[话题]# #种草视频[话题]#",https://www.xiaohongshu.com/explore/681df05c0000000021003817?xsec_token=ABCPGC-XzSaRLQXpKgItz90eX77mDWBs_VrebSNaaEZQQ=&xsec_source=pc_search,http://sns-video-bd.xhscdn.com/pre_post/1040g0cg31h8tklp4jo004a92qe9le2vh89vqj3o,"""http://sns-img-hw.xhscdn.com/1040g2sg31h8tklp63ql04a92qe9le2vheld53qo!nd_dft_wlteh_jpg_3""","""我的日常好物分享,好物分享,好物推荐,种草好物,生活碎片记,好物种草,文石leaf5,七西眼罩,缕呈直发梳,Living,分享好物,提升生活品质好物分享,种草视频""",5b6513573af7030001df0bf1,杨豆豆,3.0,0.0,5.0,0.0,"[""Living Proof""]","""[\""洗发水\""]""","{""Living Proof"": ""正向""}","{""Living Proof"": [""好物分享"", ""推荐""]}",True,True
271,livingproof,小红薯momo,38,661d4b6b000000001c007c5b,138.0,女生怎么一眼看上去就贵气逼人,normal,"①眼神明亮👀
最近出差遇到一位姐姐，看起来30不到的年纪确已经儿女双全，一问才知已经将近40。让我不敢相信的是她眼神明亮，依旧有少女的灵动。相由心生不无道理，如果低眉顺眼，一看就是讨好型人格。而对生活充满热情，拥有一对明亮的双眸，至少年轻10岁
	
②少有小动作👸
摸鼻子、抖腿、摇晃这些小动作总会让人觉得你不够自信，大女主都是上帝视角静观周遭变化的，女王气场就是这么形成的～
	
③习惯性地抬头挺胸💃
抬头挺胸，不要含胸驼背。平时也要多运动，打开筋骨和肩颈，如果天天不是上班就是宅家，人容易失去活力，走路也会显出疲态
	
④发质👩‍🦳
像我经常染发，更喜欢浅发色就会漂头发，太伤发质了。毛躁的头发看起来就很不精致，黑长直才更像女神。但是我也努力让自己往女神靠拢，一直用的livingproof 缕灵丰盈蓬松洗发水透明啫喱质地，泡沫绵密丰富，洗完头皮巨清爽不会干涩，发根一整个支棱起，轻松get蓬松发。我喜欢搭配着养发真丝乳一起使用，晚上睡觉前直接抹在头发上，乳霜一样的质地，含有11种氨基酸和稻米蛋白，抹上后很快就被发丝儿吸收了，毛躁直接原地消失，头发摸起来柔顺丝滑，而且它是完全被头发吃进去的那种，一点也不会沾枕头！就算染再多次也很有安全感
	
⑤保持神秘感🐈
跟谁也不要全盘托出，尽量不让人摸到自己的底线，因为神秘感永远更具有吸引力～
	
#女生必看[话题]# #贵气感[话题]# #女性主义[话题]# #女性成长[话题]# #女性智慧[话题]# #人情世故[话题]# #高情商[话题]# #livingproof缕灵[话题]# #livingproof洗发水[话题]# #livingproof养发真丝瓶[话题]# #免洗发膜[话题]# #洗发水[话题]# #护发养发[话题]# #女司机[话题]# #今日文案[话题]# #特斯拉[话题]# #瑞幸新品[话题]# #瑞幸联名labubu[话题]# #一起去露营[话题]# #精致好物[话题]#",https://www.xiaohongshu.com/explore/661d4b6b000000001c007c5b?xsec_token=ABTcDmGxkOWSeaqWYLhUpHELEafgi9XQe421Zwh-6XFNg=&xsec_source=pc_search,,"""http://sns-img-hw.xhscdn.com/1040g008311k9m7vjmk005o5v4oug8mdie6nf3eg!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/1040g008311k9m7vjmk0g5o5v4oug8mdip71pn68!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/1040g2sg311mprhbjni205o5v4oug8mdi0bmc6r0!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/1040g008311k9m7vjmk1g5o5v4oug8mdi697b760!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/1040g008311k9m7vjmk205o5v4oug8mdik3j7ls0!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/1040g2sg311mprhbjni005o5v4oug8mdiq0milpg!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/1040g2sg311mprhbjni0g5o5v4oug8mdirrlg2go!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/1040g008311k9m7vjmk3g5o5v4oug8mdi7sqt1mg!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/1040g2sg311mprhbjni105o5v4oug8mdillgpfbo!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/1040g2sg311mprhbjni1g5o5v4oug8mdi5qm6g6g!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/1040g008311k9m7vjmk505o5v4oug8mdijhm04so!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/1040g008311k9m7vjmk5g5o5v4oug8mdib0rhb3o!nd_dft_wlteh_jpg_3""","""女生必看,贵气感,女性主义,女性成长,女性智慧,人情世故,高情商,livingproof缕灵,livingproof洗发水,livingproof养发真丝瓶,免洗发膜,洗发水,护发养发,女司机,今日文案,特斯拉,瑞幸新品,瑞幸联名labubu,一起去露营,精致好物""",60bf263d00000000010059b2,牛掰嘎嘎,486.0,99.0,64.0,3.0,"[""Living Proof""]","""[\""缕灵丰盈蓬松洗发水\"",\""养发真丝乳\""]""","{""Living Proof"": ""正向""}","{""Living Proof"": [""发质精致"", ""柔顺丝滑"", ""提升气质""]}",True,True
272,livingproof,小红薯momo,39,67ff1f58000000001202f75b,29.0,最近迷上了尝试“蓬松”洗发水，已经买了8套试用装了，准备一个个尝试并记录一下，来个测评[偷笑R]#小红书春日特派员[话题]##夏日香氛[话题]# #卡诗[话题]# #欧莱雅[话题]# #hl黑云杉[话题]# #claynal蓬派[话题]# #诗裴丝[话题]# #longtake[话题]# #livingproof缕灵[话题]# #offrelax[话题]#,normal,最近迷上了尝试“蓬松”洗发水，已经买了8套试用装了，准备一个个尝试并记录一下，来个测评[偷笑R]#小红书春日特派员[话题]##夏日香氛[话题]# #卡诗[话题]# #欧莱雅[话题]# #hl黑云杉[话题]# #claynal蓬派[话题]# #诗裴丝[话题]# #longtake[话题]# #livingproof缕灵[话题]# #offrelax[话题]#,https://www.xiaohongshu.com/explore/67ff1f58000000001202f75b?xsec_token=AB0HzqGQN-wywR-ScNp0JwFaaQow0IqPXKmo6JeV9kkZ4=&xsec_source=pc_search,,"""http://sns-img-hw.xhscdn.com/1040g2sg31gaqq8d7i600415b7tvcpc6utnku0kg!nd_dft_wgth_jpg_3""","""小红书春日特派员,夏日香氛,卡诗,欧莱雅,hl黑云杉,claynal蓬派,诗裴丝,longtake,livingproof缕灵,offrelax""",55ef7eccc2bdeb209c85b0de,ranesy,0.0,0.0,3.0,0.0,"[""Kérastase"", ""L'Oréal"", ""诗裴丝"", ""Longtake"", ""Living Proof"", ""Off&Relax""]","""[\""hl黑云杉\"",\""claynal蓬派\""]""","{""Kérastase"": ""中立"", ""L'Oréal"": ""中立"", ""Hl黑云杉"": ""中立"", ""Claynal蓬派"": ""中立"", ""诗裴丝"": ""中立"", ""Longtake"": ""中立"", ""Living Proof"": ""中立"", ""Off&Relax"": ""中立""}","{""Kérastase"": [], ""L'Oréal"": [], ""Hl黑云杉"": [], ""Claynal蓬派"": [], ""诗裴丝"": [], ""Longtake"": [], ""Living Proof"": [], ""Off&Relax"": []}",True,True
273,livingproof,小红薯momo,40,e33a5541-0a8a-444d-99e0-94a1b5aa5fac#1748593457520,,,,,,,,,,,,,,,,,,,False,False
274,livingproof,小红薯momo,41,64a511a80000000023035716,140.0,用空补货的living proof,normal,"洗发水这东西，就是今天用了，用了一段时间要换的，卡诗也是，
最近换到了living proof
不含硅油，我用着还不错，不过千头千洗感
油头有啥别的好用洗发水也可以推荐给我
广子别来#油头洗发水[话题]#",https://www.xiaohongshu.com/explore/64a511a80000000023035716?xsec_token=ABCYjPxV4y9NlaWnZS0ko2Zh57B3ey-TwJchWxm3-Prn4=&xsec_source=pc_search,,"""http://sns-img-hw.xhscdn.com/1000g0082ojij2jmk400040p515lmpji7dpcfcrg!nd_dft_wlteh_jpg_3""","""油头洗发水""",5573ab6cb7ba226ba29bce47,老刘来一下,7.0,4.0,7.0,1.0,"[""Living Proof"", ""Kérastase""]","""[\""living proof洗发水\""]""","{""Living Proof"": ""正向"", ""Kérastase"": ""中立""}","{""Living Proof"": [""不含硅油"", ""用着还不错""], ""Kérastase"": []}",True,True
275,livingproof,小红薯momo,42,65eac4e3000000000102ab09,141.0,水光绸缎黑长直的护发方法｜细软塌救星🌟,video,#护发[话题]##护发心得分享[话题]# #黑长直[话题]# #头发[话题]##发型[话题]##养发护发[话题]# #livingproof缕灵[话题]##livingproof洗发水[话题]##livingproof养发真丝瓶[话题]##细软塌[话题]##蓬松洗发水[话题]##蓬蓬肽增粗发芯[话题]# #多肽修护发芯[话题]##养出丝缎发[话题]#,https://www.xiaohongshu.com/explore/65eac4e3000000000102ab09?xsec_token=ABUh5BCju17YgaAbH4_5hCqScB4LB6fPNVFT7gEtizvVE=&xsec_source=pc_search,http://sns-video-bd.xhscdn.com/pre_post/1040g2t03102unmeu5q005nlbiq3g8g1o7lqbclg,"""http://sns-img-hw.xhscdn.com/1040g0083102uotkb62005nlbiq3g8g1ouiuj87o!nd_dft_wgth_jpg_3""","""护发,护发心得分享,黑长直,头发,发型,养发护发,livingproof缕灵,livingproof洗发水,livingproof养发真丝瓶,细软塌,蓬松洗发水,蓬蓬肽增粗发芯,多肽修护发芯,养出丝缎发""",5eab96870000000001004038,小书包（黑长直版）,172.0,51.0,1.0,0.0,"[""Living Proof""]","""[\""livingproof养发真丝瓶\""]""","{""Living Proof"": ""正向""}","{""Living Proof"": [""细软塌救星"", ""蓬松"", ""增粗发芯"", ""修护发芯"", ""丝缎发""]}",True,True
276,livingproof,小红薯momo,43,64798fcc00000000140257e7,101.0,230s沉浸式消耗补货｜空瓶记｜补货日常解压🛒,video,#浪漫生活的记录者[话题]# #笔记灵感[话题]# #沉浸式消耗[话题]# #沉浸式[话题]# #沉浸式补货[话题]# #补货日常[话题]# #解压日常[话题]# #补货[话题]# #日常消耗[话题]# #我的日常[话题]# #解压[话题]# #解压视频[话题]# #補貨[话题]# #消耗补货[话题]# #原声解压[话题]# #消耗库存[话题]# #Livingproof缕灵[话题]# #livingproof蓬松洗护[话题]# #丝芙兰好物推荐[话题]#,https://www.xiaohongshu.com/explore/64798fcc00000000140257e7?xsec_token=ABBgg2w7W-qURrZXgcGN2r9FAJ16ztf-hAp2Z1yCY6sI0=&xsec_source=pc_search,http://sns-video-bd.xhscdn.com/pre_post/1000g0cg2j9jsof0iu0004a0uod5khtb6vtf0b20,"""http://sns-img-hw.xhscdn.com/1000g0082j9k63ugiu0004a0uod5khtb6b9c9dl0!nd_dft_wlteh_jpg_3""","""浪漫生活的记录者,笔记灵感,沉浸式消耗,沉浸式,沉浸式补货,补货日常,解压日常,补货,日常消耗,我的日常,解压,解压视频,補貨,消耗补货,原声解压,消耗库存,Livingproof缕灵,livingproof蓬松洗护,丝芙兰好物推荐""",5a61cb4811be10332bdbf566,一颗杰西,225.0,37.0,21.0,2.0,"[""Living Proof""]","""[\""livingproof蓬松洗护\""]""","{""Living Proof"": ""正向""}","{""Living Proof"": [""好物推荐""]}",True,True
277,livingproof,小红薯momo,44,66e0bec0000000001201098c,143.0,北美洗发水小结 3,normal,"像之前提到的，我的诉求很基本：好冲洗、洗得干净但不要干涩，头皮紧绷或黏腻都不喜欢，最后，对香精的忍受程度有限。
	
市面上的洗发水太多了，一点心得就是开架洗发水需要挑一挑，保湿系列需要做好心理预期，剩下的盲买差别其实不太大，毕竟发质无法改变，再来洗发水这种揉搓几分钟就洗掉的东西也不能太指望功效，有效成分看看就得。当然也有过大踩雷，但天天洗头的话硬着头皮也能用完……实在不行就当交学费。
	
oribe：这家洗发水功效分得很细，用过图中的两种，感受差别不大。质地丝滑，味道、使用感到包装也都没得说，毕竟价格到这了。用这瓶的时候就不仅是在洗头，是在pamper自己。大概只有在burn out的时候会回购，不想吊死在这么贵的树上。（是的我的消费主义也有底线
	
living proof：这个牌子的话我也是更喜欢hydrate（图四）而不是volume（图三）。一度非常沉迷hydrate的那款并不断回购，后来我的头皮就受不了了…….因为头皮对香精敏感。现在偶尔会买，但不会天天用。ps这家的慕斯也很好用。
	
Vitabrid在买之前我完全没有听说过，逛Nordstrom时看到这款成分表有胜肽和氨基酸什么的就随手买来，算是惊喜。这款不是很能起泡，无香精添加，很温和也洗得很干净，有点让我想起Seba的everyday shampoo，每天用头皮也不会觉得有负担。
	
OUAI也是老网红，我用过fine hair（虽然我不是细软发）和detox。fine hair针对细软发，但用下来的感受就是细软发真的能用这个吗…….用后头皮不舒服，头发塌得很快，香气也有点太偏花香，我不喜欢；detox那一款有添加苹果醋，主打深层清洁，品牌建议每周用一两次，但我试过连续使用也没什么问题。
	
SACHAJUAN来自瑞典，极简包装很吸睛。我应该只用过（且回购过）scalp shampoo和thickening shampoo。scalp shampoo里面有添加克莱米唑和杜鹃酸，算是功效型洗发水，宣传说可以帮助去除头皮屑，我目前还没有这个困扰所以没法就这一点说，但使用感而言，前一两瓶都非常好，后来头发开始出油很快，不确定是不是因为过度清洁，但没有再回购过。thickening的那一款和其他主打volume的差不多，不算非常出彩但也挑不出错。
	
小结应该到此就告一段落，用到好用的会再来分享。",https://www.xiaohongshu.com/explore/66e0bec0000000001201098c?xsec_token=ABJAHZtKDFXagQebuJhuYWuT6CZw9wer0BcJuxZmVWqIY=&xsec_source=pc_search,,"""http://sns-img-hw.xhscdn.com/1040g008317j5gl8r46005pi9b1c1ohdnequvfto!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/1040g008317j5gl8r460g5pi9b1c1ohdnmupdv1o!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/1040g008317j5gl8r46105pi9b1c1ohdn1dd1s2g!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/1040g008317j5gl8r461g5pi9b1c1ohdnm19q0bo!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/1040g008317j5gl8r46205pi9b1c1ohdnuknd1o0!nd_dft_wlteh_jpg_3,http://sns-img-hw.xhscdn.com/1040g008317j5gl8r462g5pi9b1c1ohdngagno2o!nd_dft_wgth_jpg_3,http://sns-img-hw.xhscdn.com/1040g008317j5gl8r46305pi9b1c1ohdn0np0rd8!nd_dft_wlteh_jpg_3""",,6649585800000000070045b7,阿鼓,391.0,318.0,101.0,53.0,"[""Living Proof"", ""Oribe"", ""Vitabrid"", ""Ouai"", ""Sachajuan""]","""[\""hydrate洗发水\"",\""volume洗发水\"",\""慕斯\"",\""scalp shampoo\"",\""thickening shampoo\""]""","{""Living Proof"": ""中立"", ""Oribe"": ""正向"", ""Vitabrid"": ""正向"", ""Ouai"": ""负向"", ""Sachajuan"": ""中立""}","{""Living Proof"": [""香精敏感"", ""偶尔回购""], ""Oribe"": [""质地丝滑"", ""包装好""], ""Vitabrid"": [""温和"", ""洗得干净""], ""Ouai"": [""头皮不舒服"", ""头发塌得快""], ""Sachajuan"": [""过度清洁""]}",True,True
278,livingproof,小红薯momo,45,630acc83000000001902baac,50.0,周边故事Vol.2-郑云龙光影胶片,normal,"缕灵宠粉福利
周边故事Vol.2-郑云龙光影胶片
第二次深陷源于大龙的回眸，深情诠释多面角色。胶片是光影，是一段角色的记录，缕灵希望用这种方式记录下与品牌大使郑云龙的故事，也期待邀请小星星们共同见“郑”秀发灵动之美。收到胶片的小星星们，快来分享你们的独特玩法吧~#Livingproof[话题]# #郑云龙[话题]# #郑云龙Livingproof缕灵科技护发[话题]# #见证每一缕灵动[话题]#",https://www.xiaohongshu.com/explore/630acc83000000001902baac?xsec_token=AB53T2FVhwccHRhQUumMgg80FocFbLIVE85_eeezmRmSI=&xsec_source=pc_search,,"""http://sns-img-hw.xhscdn.com/01028s016s7wso8aud1010lhqih0tdt2i7!nd_dft_wlteh_jpg_3""","""Livingproof,郑云龙,郑云龙Livingproof缕灵科技护发,见证每一缕灵动""",5b9733584b7e830001bae035,Living proof缕灵,96.0,7.0,12.0,1.0,"[""Living Proof"", ""郑云龙""]","""[\""Livingproof缕灵科技护发\""]""","{""Living Proof"": ""正向"", ""Livingproof缕灵科技护发"": ""正向""}","{""Living Proof"": [""灵动之美"", ""秀发灵动""], ""Livingproof缕灵科技护发"": [""灵动之美"", ""秀发灵动""]}",True,True
279,livingproof,小红薯momo,46,620d1f3a000000002103bb5b,145.0,油头一分钟变身魔法，懒人不洗头好物！,video,"谁的头能比我油？？
一分钟照样出门！
living proof的新款银瓶又加倍好用了…",https://www.xiaohongshu.com/explore/620d1f3a000000002103bb5b?xsec_token=ABJ7M5GD_sOS6rAXth8OH9KLH4n5M5TgKmHIwKBq1zsx8=&xsec_source=pc_search,http://sns-video-bd.xhscdn.com/pre_post/01022g016hzxt8o0h6y021fd900067z8d4,"""http://sns-img-hw.xhscdn.com/01022g016hzxt8o0h6y011fecs40127u79!nd_dft_wlteh_jpg_3""",,5a364e6e4eacab3b0a7a9f0a,一乐Aniki,398.0,205.0,128.0,83.0,"[""Living Proof""]","""[\""银瓶干发喷雾\""]""","{""Living Proof"": ""正向""}","{""Living Proof"": [""加倍好用"", ""懒人神器""]}",True,True
